"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","MLE","Male","","39","39.00000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","ARG","Argentina","","MLE","Male","","34.2","34.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ARM","Armenia","","MLE","Male","","55.4","55.40000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","AUS","Australia","","MLE","Male","","20.3","20.30000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AUT","Austria","","MLE","Male","","39.7","39.70000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AZE","Azerbaijan","","MLE","Male","","52.2","52.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BDI","Burundi","","MLE","Male","","23.3","23.30000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BEL","Belgium","","MLE","Male","","31.8","31.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BEN","Benin","","MLE","Male","","18.3","18.30000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","MLE","Male","","28.7","28.70000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","BGD","Bangladesh","","MLE","Male","","59","59.00000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BGR","Bulgaria","","MLE","Male","","49.2","49.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","BHR","Bahrain","","MLE","Male","","30.2","30.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BHS","Bahamas","","MLE","Male","","18.1","18.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BIH","Bosnia and Herzegovina","","MLE","Male","","49.3","49.30000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","MLE","Male","","57","57.00000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRA","Brazil","","MLE","Male","","21.8","21.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRB","Barbados","","MLE","Male","","16","16.00000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","BRN","Brunei Darussalam","","MLE","Male","","29.4","29.40000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BWA","Botswana","","MLE","Male","","34.3","34.30000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CHE","Switzerland","","MLE","Male","","30.5","30.50000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CHL","Chile","","MLE","Male","","40.2","40.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","CHN","China","","MLE","Male","","50","50.00000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CIV","Côte d'Ivoire","","MLE","Male","","24.9","24.90000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CMR","Cameroon","","MLE","Male","","16.9","16.90000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COG","Congo","","MLE","Male","","22.2","22.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","COK","Cook Islands","","MLE","Male","","37.2","37.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","COL","Colombia","","MLE","Male","","16.6","16.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COM","Comoros","","MLE","Male","","34.8","34.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","18.4","18.40000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","MLE","Male","","36.3","36.30000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CYP","Cyprus","","MLE","Male","","53.2","53.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CZE","Czechia","","MLE","Male","","37.3","37.30000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DEU","Germany","","MLE","Male","","31.4","31.40000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DNK","Denmark","","MLE","Male","","26.8","26.80000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","DOM","Dominican Republic","","MLE","Male","","17.6","17.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","DZA","Algeria","","MLE","Male","","41.7","41.70000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","EGY","Egypt","","MLE","Male","","47.9","47.90000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ERI","Eritrea","","MLE","Male","","19.6","19.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ESP","Spain","","MLE","Male","","35.8","35.80000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","EST","Estonia","","MLE","Male","","47.9","47.90000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ETH","Ethiopia","","MLE","Male","","10.1","10.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FIN","Finland","","MLE","Male","","35.5","35.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","42.2","42.20000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FRA","France","","MLE","Male","","36.7","36.70000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","MLE","Male","","25.9","25.90000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GEO","Georgia","","MLE","Male","","58.1","58.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GHA","Ghana","","MLE","Male","","9.2","9.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GMB","Gambia","","MLE","Male","","29.8","29.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GRC","Greece","","MLE","Male","","49.1","49.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GUY","Guyana","","MLE","Male","","34.6","34.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HRV","Croatia","","MLE","Male","","39.5","39.50000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","MLE","Male","","15","15.00000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HUN","Hungary","","MLE","Male","","39.4","39.40000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","IDN","Indonesia","","MLE","Male","","67.4","67.40000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","IND","India","","MLE","Male","","53.5","53.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","IRL","Ireland","","MLE","Male","","28.1","28.10000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","MLE","Male","","29","29.00000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","IRQ","Iraq","","MLE","Male","","36.1","36.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ISL","Iceland","","MLE","Male","","19.9","19.90000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ISR","Israel","","MLE","Male","","33.7","33.70000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ITA","Italy","","MLE","Male","","29.4","29.40000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","20.1","20.10000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","JPN","Japan","","MLE","Male","","39.5","39.50000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","KAZ","Kazakhstan","","MLE","Male","","47.5","47.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","KEN","Kenya","","MLE","Male","","25.2","25.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","54.8","54.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","MLE","Male","","49.4","49.40000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","MLE","Male","","66.9","66.90000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KOR","Republic of Korea","","MLE","Male","","47.6","47.60000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","KWT","Kuwait","","MLE","Male","","34.6","34.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","MLE","Male","","63.6","63.60000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","LBN","Lebanon","","MLE","Male","","46.5","46.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","LBR","Liberia","","MLE","Male","","19.5","19.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","LKA","Sri Lanka","","MLE","Male","","44.8","44.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","LSO","Lesotho","","MLE","Male","","45.2","45.20000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","MLE","Male","","49.5","49.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LUX","Luxembourg","","MLE","Male","","28.6","28.60000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LVA","Latvia","","MLE","Male","","55.1","55.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","MAR","Morocco","","MLE","Male","","34.8","34.80000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","48","48.00000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","MLE","Male","","49.5","49.50000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AMR","Americas","","MEX","Mexico","","MLE","Male","","26.4","26.40000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MLI","Mali","","MLE","Male","","21.1","21.10000","","","","",""
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MLT","Malta","","MLE","Male","","33.3","33.30000","","","","","Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country."
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","76","76.00000","","","","",""
