"LOCATION,""Country"",""REG_ID"",""Region"",""IND"",""Indicator"",""ISC11"",""Education ISCED level"",""GENDER"",""Gender"",""MEAS"",""Measure"",""TIME"",""Year"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,40.648,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,41.268,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,42.254,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,42.791,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,43.447,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,44.158,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,45.087,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,46.097,,"
"USA,""United States"",""USA"",""United States"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,46.716,,"
"CHL,""Chile"",""CHL"",""Chile"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,17.1,,"
"CHL,""Chile"",""CHL"",""Chile"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,17.7,,"
"CHL,""Chile"",""CHL"",""Chile"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,21.1,,"
"CHL,""Chile"",""CHL"",""Chile"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,22.5,,"
"CHL,""Chile"",""CHL"",""Chile"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,25.6,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,35.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,35.7,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,35.5,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,35.8,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,37.4,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,39,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,38.9,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,39.9,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,41.6,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,45,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,43.8,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,45.2,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,45.9,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,46,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,46.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,46,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,47.1,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,48.2,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,49.2,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,49.7,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,50.3,,"
"EST,""Estonia"",""EST"",""Estonia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,52,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,42.2,,"
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,43.2,,"
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,44.4,,"
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,44.2,,"
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,45.1,,"
"ISR,""Israel"",""ISR"",""Israel"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,45.3,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,19.9,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,20.2,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,21.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,20.6,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,22.9,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,23.9,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,25.5,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,26.5,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,30.5,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,32,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,32.7,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,34.3,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,36.4,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,38.2,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,37.8,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,40.1,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,41.9,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,42.1,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,42.3,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,43.7,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,46.3,,"
"LVA,""Latvia"",""LVA"",""Latvia"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,48.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,47.3,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,25.6,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,25.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,26.3,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,28.3,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,30.1,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,30.1,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,32.2,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,34.8,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,35.8,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,38.2,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,39.3,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,40.2,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,41.5,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,42.6,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,45.3,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,47,,"
"LTU,""Lithuania"",""LTU"",""Lithuania"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,47.3,,"
